series,season,episode,episode_code,bool_response,explanation
Medicina generale,1,3,Medicina generaleS01E03,Yes,"There are implicit references to racial prejudice and discrimination in the episode. For example, the character Amal is a non-Italian speaker who is treated with suspicion and disdain by another patient (the general), who complains about sharing a room with 'someone who doesn't pay taxes in Italy and doesn't wash,' and suggests he might bring disease ('scabbia') to the hospital. There is also a moment where someone asks if Amal has a residence permit, implying suspicion towards foreigners. These exchanges reflect xenophobia and racialized prejudice against immigrants or people perceived as outsiders. Additionally, there are discussions about language barriers and assumptions about Amal's hygiene and legal status, which are common forms of racial or ethnic microaggressions and discrimination."
Medicina generale,1,4,Medicina generaleS01E04,No,
Medicina generale,1,5,Medicina generaleS01E05,Yes,"There are several implicit and explicit references to issues of race, ethnicity, and cultural difference. For example, there is a storyline involving a Pakistani woman and her daughter, where cultural and religious differences are discussed (e.g., the mother's discomfort with being touched by male doctors and the mention of her hijab). There are also remarks about 'the Orient' and a joke about Chinese people not eating at Chinese restaurants, which touch on stereotypes. Additionally, the dialogue includes a character mentioning being from Gujarat, India, and the challenges faced by immigrants or people of different backgrounds. These elements suggest the presence of racial or ethnic prejudice, cultural bias, or at least the depiction of issues related to race and ethnicity."
Medicina generale,1,6,Medicina generaleS01E06,No,
Medicina generale,1,7,Medicina generaleS01E07,No,
Medicina generale,1,8,Medicina generaleS01E08,Yes,"There are several explicit and implicit references to racism, racial prejudice, and discrimination in the subtitles. For example: (1) A character is repeatedly referred to as 'albanese' (Albanian) in a way that singles out his ethnicity, and is told 'Oh, come dici cinque a casa tua, albanese?' which implies a prejudiced attitude. (2) There are discussions about immigrants (e.g., Erion from Albania, a Senegalese patient) and their difficulties, including working illegally, fear of authorities, and being at risk of being sent back to their country. (3) There are microaggressions and stereotypical assumptions about foreigners, such as the comment about someone from Senegal possibly not understanding the danger of a chemical because 'magari lo scambia per la bandiera dei pirati.' (4) The episode also discusses systemic issues, such as the threat of losing a work permit or being reported to the police if the immigrant does not cooperate, and the general suspicion and extra scrutiny towards non-Italian characters. These elements together indicate that the episode addresses or implies issues of racism and racial prejudice."
Medicina generale,1,9,Medicina generaleS01E09,No,
Medicina generale,1,10,Medicina generaleS01E10,Yes,"There are implicit references to racial and ethnic issues in the episode. For example, Valentina is described as 'la rumena' (the Romanian), and her experience as a foreign worker is discussed: she works long hours for low pay (6 euro an hour), is afraid of losing her job and thus her residence permit, and faces exploitative conditions through a 'cooperativa convenzionata' (contracted cooperative). There is also a discussion about whether the cooperatives are 'oneste' or 'disoneste' (honest or dishonest), and a character points out that some workers are afraid to ask for help or sick leave for fear of being fired and losing their right to stay. These elements suggest the presence of systemic inequalities, xenophobia, and prejudice based on ethnicity or nationality, which are forms of racial discrimination."
Medicina generale,1,11,Medicina generaleS01E11,No,
Medicina generale,1,12,Medicina generaleS01E12,Yes,"The episode includes several references to race and ethnicity, particularly regarding the group of Kurdish children who are brought to the hospital for treatment. There are discussions about their cultural and religious practices (such as halal food and gender roles in the family), and some characters express discomfort or make comments that reflect prejudice or cultural bias (e.g., 'Guarda, sono tremendi, eh', 'Curdi?', 'No, guarda, loro sono musulmani, è tutto molto complicato'). There are also depictions of systemic barriers and challenges faced by these children and their families in accessing care, as well as moments where staff question or resist helping them because they are not Italian. These elements together suggest the presence of racial and cultural prejudice, both implicit and explicit."
Medicina generale,1,13,Medicina generaleS01E13,Yes,"The episode contains several implicit references to issues of race, ethnicity, and systemic inequality. The storyline involves Italian doctors traveling to Mumbai, India, where they interact with local people and street children. There are discussions about poverty, being considered a 'third world country,' and the challenges faced by Indian children (e.g., lack of access to healthcare, child labor, exploitation). There's also a scene where an Indian character expresses resentment about how their country is perceived and treated by outsiders, mentioning the desire for respect and being tired of being seen as 'third world.' Additionally, there are cultural microaggressions and stereotypes, such as comments about food, hygiene, and the way of life in India. The plot involving the street child being 'owned' or exploited by an adult further highlights systemic inequalities often tied to race and ethnicity. While there are no explicit racial slurs or direct discussions of racism, the episode clearly deals with racial and ethnic prejudice and systemic discrimination."
Medicina generale,2,1,Medicina generaleS02E01,No,
Medicina generale,2,2,Medicina generaleS02E02,No,
Medicina generale,2,3,Medicina generaleS02E03,Yes,"There are implicit references to racial prejudice and systemic inequalities. For example, Oksana Natilova is asked about her origin ('Da dove viene?'), and there is a discussion about her immigration status and the urgency to get married to avoid being deported ('il mio permesso di soggiorno. Scade fra sei giorni. Ed è per questo che dobbiamo sposarci sabato. Se rimandiamo il matrimonio mi rispediscono a Kiev.'). This highlights issues related to immigration, legal status, and the precarious situation of foreigners, which are often tied to racial or ethnic discrimination. Although there are no explicit racial slurs or overt acts of racism, the episode addresses the challenges faced by immigrants, which implies systemic inequalities and prejudice based on nationality and ethnicity."
Medicina generale,2,4,Medicina generaleS02E04,No,
Medicina generale,2,5,Medicina generaleS02E05,No,
Medicina generale,2,6,Medicina generaleS02E06,Yes,"There is an implicit reference to racial prejudice and possible discrimination in the exchange where a character named Thomas says he is Indian and mentions that his uncle 'doesn't say it,' implying a sense of shame or need to hide his ethnic background. He also says, 'uno poi viene qua e prova vergogna,' ('one comes here and feels shame'), which suggests an experience of being othered or feeling uncomfortable about his racial or ethnic identity in the current environment. This is an implicit reference to issues of racism or racial prejudice."
Medicina generale,2,7,Medicina generaleS02E07,No,
Medicina generale,2,8,Medicina generaleS02E08,Yes,"There is an explicit reference to race in the discussion of sarcoidosis: 'Fattori prognostici negativi sono la razza nera, l'insorgenza dopo i 40 anni e la durata della sintomatologia superiore a 6 mesi.' ('Negative prognostic factors are black race, onset after 40 years, and duration of symptoms over 6 months.') Additionally, it is stated: 'Nei neri la sarcoidose è più acuta e più grave con più frequente interessamento extratoracico all'esordio.' ('In black people, sarcoidosis is more acute and severe with more frequent extra-thoracic involvement at onset.') While these are medical observations, the explicit mention of race as a negative prognostic factor and the focus on racial differences in disease presentation bring up the topic of race and could be seen as touching on systemic inequalities or biases in medicine. There are no explicit slurs or overt acts of prejudice, but the topic of race is present."
Medicina generale,2,9,Medicina generaleS02E09,No,
Medicina generale,2,10,Medicina generaleS02E10,No,
Medicina generale,2,11,Medicina generaleS02E11,Yes,"There is an explicit reference to 'screening su fini di immigrati clandestini. Bimbi da 0 a 13. Scovare i microcitemici e informarli sui rischi che corrono in futuro.' This suggests a focus on a specific ethnic group (immigrant children) for a medical screening, which may imply systemic assumptions or biases about race/ethnicity and disease. Additionally, there is a question to a patient about whether he has been 'a lungo fuori dall'Italia? In Europa, dell'Est, Oriente, Africa?' in the context of a suspected disease, which can reflect implicit bias or stereotype associating certain illnesses with foreign or non-Italian populations. These are implicit references to racial or ethnic prejudice and systemic discrimination."
Medicina generale,2,12,Medicina generaleS02E12,Yes,"There are implicit references to racial or ethnic prejudice and stereotyping. The character Mikulas is repeatedly referred to as 'il barbone' (the bum) and his Slovakian nationality is highlighted in a way that suggests otherness ('Io dicevo la nazionalità. Slovacchia. A nord dell'Ungheria, metà della vecchia ceco-slovacchia.'). There are also dismissive and dehumanizing comments about him ('un bel sedativo per il barbone?', 'Ma che puzza, ma che è, un tarantolato?'), and his treatment by both staff and others is notably different and less compassionate, which suggests prejudice based on his ethnicity and social status. Additionally, there is a discussion about not being 'classista' (classist), which, while not explicitly racial, is often intertwined with ethnic and racial prejudice, especially regarding immigrants or marginalized groups. Therefore, the topic of racial or ethnic prejudice is implied."
Medicina generale,2,13,Medicina generaleS02E13,No,
Medicina generale,2,14,Medicina generaleS02E14,Yes,"There are implicit references to racial or ethnic prejudice and systemic inequalities. For example, the dialogue about 'un diabetico musulmano' (a Muslim diabetic) highlights the character's religion in a way that could be seen as a microaggression or stereotype. More significantly, there is an extended subplot involving a 'campo nomadi' (Roma camp), where the characters discuss that 'la maggior parte delle persone a cui ci rivolgiamo non sa neanche leggere' (most of the people we target can't even read), and the medical team visits a marginalized community living in poor hygienic conditions. These scenes imply systemic discrimination and social exclusion based on ethnicity (Roma people), and the way the characters talk about and interact with this group suggests awareness of their marginalized status. The repeated mention of illiteracy and poor living conditions among the Roma, as well as the need to 'acquistare la loro fiducia' (gain/buy their trust), further implies social and racial prejudice."
Medicina generale,2,15,Medicina generaleS02E15,Yes,"There are several implicit and some explicit references to racism and racial prejudice in the subtitles. The storyline involving Cosmin and his family, who appear to be part of a marginalized ethnic group (likely Roma, as suggested by the use of 'campo' and the term 'Zingarello'), includes discussions about social services taking children away, distrust of authorities, and references to 'traditions.' The dialogue reflects systemic inequalities and prejudice, such as the suspicion that the family is neglectful, the fear of children being removed, and the marginalization of their community. The use of 'Zingarello' (a diminutive of 'Zingaro,' which can be a pejorative term for Roma people) is also an explicit indicator. These elements together suggest the presence of racism and racial prejudice in the episode."
Medicina generale,2,16,Medicina generaleS02E16,No,
Medicina generale,2,17,Medicina generaleS02E17,No,
Mental,1,1,MentalS01E01,Yes,"There are implicit and explicit references to racial prejudice and stereotyping. For example, a character says 'Black Power!' to another, who replies 'No, io in realtà non ho mai avuto problemi con le forze dell'ordine,' followed by 'Quindi cosa sei, Tandori Power? Tandori Power! Tandori in realtà è indiano, io sono marocchino. Vengo dal Marocco, non dall'India. Marocchino, che sfigato, eh.' This exchange includes references to racial/ethnic identity, stereotypes, and microaggressions, as well as a joke about 'Black Power' and 'Tandori Power' that trivializes and stereotypes racial and ethnic backgrounds."
Mental,1,2,MentalS01E02,No,
Mental,1,3,MentalS01E03,No,
Mental,1,4,MentalS01E04,Yes,"There is an implicit reference to racism and racial prejudice when the character mentions 'i fascisti smetteranno di seguirmi fuori da scuola' ('the fascists will stop following me after school') and references to going to the mosque and having a brother named Samira, which suggest the character may be from a minority or immigrant background and experiences harassment or discrimination from fascists. The mention of fascists following him implies racial or ethnic targeting, which is a form of racial prejudice or discrimination."
Mental,1,5,MentalS01E05,No,
Mental,1,6,MentalS01E06,No,
Mental,1,7,MentalS01E07,No,
Mental,1,8,MentalS01E08,No,
Nati ieri,1,1,Nati ieriS01E01,No,
Nati ieri,1,2,Nati ieriS01E02,No,
Nati ieri,1,3,Nati ieriS01E03,Yes,"There are several implicit references to issues of race, ethnicity, and prejudice. For example, a character is asked if she is 'straniera' (foreigner) and identified as 'Croato' (Croatian), and another is referred to as 'un'extracomunitaria' (a non-EU foreigner), which in Italian context often carries connotations of social marginalization and sometimes prejudice. There is a conversation between two women from Eastern Europe about their experiences in Italy, with one saying 'l'Italia è il paese di tutte le possibilità. Ma si può rimanere fregati pure qua, vero?' (Italy is a land of opportunity, but you can still get screwed here), suggesting awareness of systemic difficulties faced by immigrants. The episode also discusses the challenges faced by these women, such as being alone, lacking support, and struggling with bureaucracy, which can be linked to systemic inequalities and the marginalization of ethnic minorities. While there are no explicit racial slurs or overt acts of racism, the treatment and discussion of foreigners and their hardships in the Italian system imply themes of racial and ethnic prejudice and discrimination."
Nati ieri,1,4,Nati ieriS01E04,No,
Nati ieri,1,5,Nati ieriS01E05,No,
Nati ieri,1,6,Nati ieriS01E06,Yes,"There are implicit references to racism and racial prejudice in the subtitles. For example, Cesarea, a woman from Capoverde, expresses fear of being deported due to her immigration status ('Io penso che se polizia sa che io incinta mi butta via dal paese. Come mio capo, lui mi ha buttato via dal lavoro.'). This suggests discrimination based on her status as an immigrant. Additionally, her boss fired her when he found out she was pregnant, which may imply prejudice against immigrant women. There are also moments where her fear of the police and being 'thrown out' of the country is discussed, indicating systemic issues faced by immigrants, particularly those of color. The episode also touches on the rights of undocumented immigrants to medical care, highlighting systemic inequalities. While there are no explicit racial slurs or overtly racist behavior, the narrative includes implicit references to racial and ethnic discrimination."
Nati ieri,1,7,Nati ieriS01E07,No,
Nati ieri,1,8,Nati ieriS01E08,No,
Nati ieri,1,9,Nati ieriS01E09,Yes,"There are implicit references to racial or ethnic prejudice, particularly in the interactions with the children from the 'campo nomadi' (Roma community). For example, a character jokes about a stereo going missing from the camp, which is a stereotype about Roma people and theft. The use of 'gagè' (a Roma term for non-Roma/Italians) and the discussion of differences between communities also suggest awareness of ethnic distinctions and possible prejudice. Additionally, the depiction of the Roma girl with many siblings and her family's living conditions may reinforce stereotypes. These elements together indicate the presence of racial or ethnic prejudice, even if not discussed explicitly."
Nati ieri,1,10,Nati ieriS01E10,No,
Nati ieri,1,11,Nati ieriS01E11,No,
Nati ieri,1,12,Nati ieriS01E12,No,
Nati ieri,1,13,Nati ieriS01E13,Yes,"There are several references to issues of race and ethnicity, particularly in the storyline involving Satia, a young woman of Indian descent. The episode discusses her fear of being rejected or punished by her family due to not adhering to traditional expectations (such as arranged marriage and virginity), her struggle between two cultures ('combattuta e schiacciata fra due mondi'), and her desire to be recognized as Italian. While there are no explicit racial slurs or overt acts of racial discrimination, the narrative explores cultural expectations, the pressures of assimilation, and the potential for prejudice or negative consequences based on ethnic background. These themes imply the presence of racial or cultural prejudice and the challenges faced by individuals navigating multiple identities."
Nati ieri,1,14,Nati ieriS01E14,No,
Nati ieri,1,15,Nati ieriS01E15,Yes,"There are several implicit and explicit references to racial prejudice and discrimination in the subtitles. For example, the Chinese character Zì/Zizi is repeatedly referred to as 'la cinesina' and there are comments about 'queste cinesi' and confusion about whether she is Chinese or Japanese, which reflect stereotyping and othering. There is also a scene where it is stated 'Chissà perché l'avevamo capito che erano tutte clandestine qua, non è vero?' ('We had figured out they were all illegal here, right?'), which is a prejudiced generalization about Chinese immigrants. The character's lack of documents, fear of hospitals, and the threat of reporting her friend to the authorities further highlight issues of systemic inequality and discrimination against immigrants. These elements together indicate the presence of racial prejudice and discrimination in the episode."
Nati ieri,1,16,Nati ieriS01E16,Yes,"There are explicit references to racial prejudice and discrimination. The character Alain Cardot says, 'Io sono nero e il bambino è bianco. Tire lei le conclusioni.' Later, he states, 'Sa, dottore, forse le sembra strano, ma loro hanno ancora dei pregiudizi per via della mia pelle. Giuliano ha sempre sofferto la loro disapprovazione, è così? È così, giorno dopo giorno hanno finito per rovinarci il matrimonio.' These lines clearly indicate that racism and racial prejudice are present and discussed in the episode."
Nati ieri,1,17,Nati ieriS01E17,No,
Nati ieri,1,18,Nati ieriS01E18,No,
Nati ieri,1,19,Nati ieriS01E19,Yes,"There is an explicit reference to racial prejudice and discrimination in the conversation about adoption. A character says that her parents don't want to meet her adopted children because 'per loro adottare è un po' come mettersi un estraneo in casa. Due rumeni poi.' This implies a negative attitude and prejudice specifically because the children are Romanian, which is a form of racial or ethnic bias. Additionally, there is discussion of the 'richiamo del sangue, il patrimonio genetico,' reinforcing the idea that the family values blood/genetic ties over accepting children of another ethnicity. These are clear signs of racial or ethnic prejudice being both mentioned and implied."
Nati ieri,1,20,Nati ieriS01E20,No,
Nati ieri,1,21,Nati ieriS01E21,No,
Nati ieri,1,22,Nati ieriS01E22,No,
Nati ieri,1,23,Nati ieriS01E23,No,
Nati ieri,1,24,Nati ieriS01E24,No,
Nati ieri,1,25,Nati ieriS01E25,No,
Nati ieri,1,26,Nati ieriS01E26,No,
Oltre la soglia,1,1,Oltre la sogliaS01E01,No,
Oltre la soglia,1,2,Oltre la sogliaS01E02,No,
Oltre la soglia,1,3,Oltre la sogliaS01E03,No,
Oltre la soglia,1,4,Oltre la sogliaS01E04,Yes,"There are both explicit and implicit references to racism and racial prejudice in the subtitles. Explicitly, Adila is identified as the daughter of parents from Burkina Faso, and there is a discussion about her being a 'neri italiana' (Black Italian), with a character correcting another who assumes she is not Italian. Adila also describes feeling alienated when people ask her where she's from or why she speaks Italian so well, even though she was born in Italy, which is an example of a racial microaggression. Additionally, her mother expresses fear that Adila will be offended or discriminated against because of her skin color, directly referencing concerns about racism. There are also subtle implications of cultural expectations and the challenges of integration, which touch on issues of systemic inequality and prejudice."
Oltre la soglia,1,5,Oltre la sogliaS01E05,No,
Oltre la soglia,1,6,Oltre la sogliaS01E06,No,
Terapia d urgenza,1,1,Terapia d urgenzaS01E01,No,
Terapia d urgenza,1,2,Terapia d urgenzaS01E02,Yes,"There are multiple explicit and implicit references to racism, racial prejudice, and discrimination in these subtitles. For example, there is a storyline involving a family with Arabic/Maghrebian names (Mohamed, Nadim, their mother), who are involved in a violent altercation. During the aftermath, characters use racial slurs and express racist sentiments, such as 'Gli sporchi marocchini, ce l'ho presi alle spalle. Bastardi, bisognerebbe buttarli fuori tutti.' ('The dirty Moroccans, they got us from behind. Bastards, they should all be thrown out.') and 'Il figlio dell'arabo...' ('The Arab's son...'). There are also references to the family's struggles integrating in Italy, concerns about police trouble, and a sense of being targeted or in conflict due to their background. These elements clearly indicate the presence of racism, racial prejudice, and discrimination, both in dialogue and in the depiction of the characters' experiences."
Terapia d urgenza,1,3,Terapia d urgenzaS01E03,No,
Terapia d urgenza,1,4,Terapia d urgenzaS01E04,No,
Terapia d urgenza,1,5,Terapia d urgenzaS01E05,No,
Terapia d urgenza,1,6,Terapia d urgenzaS01E06,No,
Terapia d urgenza,1,7,Terapia d urgenzaS01E07,Yes,"There are implicit and explicit references to racial and cultural prejudice, particularly in the storyline involving Adila Perwash and her family. Adila is a Pakistani girl whose father enforces strict cultural and religious rules, disapproves of her relationship with a boy, and refuses reconstructive surgery after her injury as a form of 'punishment' for not following his expectations. The dialogue includes comments about being a 'brava musulmana,' not dressing in a Western way, and the challenges of adapting to life in Italy, all of which touch on issues of cultural and racial prejudice, gender roles, and immigrant experiences. There is also a mention of a character being 'straniero, indiano, giù di lì' and not understanding the language well, which can imply othering or stereotyping. These elements suggest the presence of racial and cultural prejudice and discrimination."
Terapia d urgenza,1,8,Terapia d urgenzaS01E08,No,
Terapia d urgenza,1,9,Terapia d urgenzaS01E09,No,
Terapia d urgenza,1,10,Terapia d urgenzaS01E10,Yes,"There are multiple explicit and implicit references to racism, racial prejudice, and discrimination in these subtitles. For example, there is a scene where a character is referred to with the racial slur 'negro' in a derogatory context ('Un negro volevi dire?'), and there are discussions about migrant workers, their exploitation, and difficulties with permits and integration (e.g., references to 'permesso di soggiorno', 'badante', and characters from Senegal and Venezuela). There are also microaggressions and stereotypes, such as calling someone 'Africa' in a dismissive way and questioning the work and status of migrant characters. The narrative includes systemic inequalities (migrant labor, lack of documentation, fear of authorities) and direct experiences of racial bias and prejudice."
Terapia d urgenza,1,11,Terapia d urgenzaS01E11,No,
Terapia d urgenza,1,12,Terapia d urgenzaS01E12,Yes,"There are both explicit and implicit references to race and potential racial prejudice. Explicitly, the phrase 'Cercare l'acqua per i negretti' ('Looking for water for the little negroes') is used, which is a racial slur and stereotype about Africans, and is followed by a dismissive tone. There are also references to a child with a Mexican mother and a character returning from Mexico, which could imply issues of ethnicity or prejudice, though not overtly discriminatory in context. Additionally, the storyline involving a couple returning from Uganda and the mention of diseases 'arriving from Africa' could implicitly invoke stereotypes or prejudices about Africans and disease, especially given the historical context of associating Africa with contagion. These elements together indicate the presence of racial references and possible prejudice."
Terapia d urgenza,1,13,Terapia d urgenzaS01E13,No,
Terapia d urgenza,1,14,Terapia d urgenzaS01E14,No,
Terapia d urgenza,1,15,Terapia d urgenzaS01E15,No,
Terapia d urgenza,1,16,Terapia d urgenzaS01E16,Yes,"There are multiple explicit and implicit references to racism, racial prejudice, and discrimination in these subtitles. For example, the use of the racial slur 'negro' and derogatory comments about a person from Burundi with a 'cool bag' in the metro, associating him with a bomb, and questioning why he can afford something an Italian cannot. There are also scenes where a woman expresses fear of having contracted HIV from an 'arabo e negro' (Arab and Black) man, implying that he is more likely to be diseased, and complains about immigrants being treated in hospitals despite not paying taxes. Additionally, there are discussions about 'extracomunitari' (non-EU immigrants) needing to adapt to Italian rules, and the difficulties they face in finding work, with some characters expressing resentment or making generalizations about immigrants. These examples clearly indicate the presence of racism, prejudice, and discrimination based on race or ethnicity."
Terapia d urgenza,1,17,Terapia d urgenzaS01E17,No,
Terapia d urgenza,1,18,Terapia d urgenzaS01E18,No,
