series;season;episode;episode_code;data_messa_in_onda;attempt_number;score;explanation;why_not_lower;why_not_higher
DOC NELLE TUE MANI;03;13;Doc Nelle Tue ManiS03E13;29/02/2024;6;+1;"L'episodio presenta una famiglia di origine cinese al centro della trama medica, con due sorelle (Lin e Yu) e i genitori. I personaggi di origine cinese sono ritratti in modo complesso e dignitoso: Lin è una dottoressa competente e determinata, Yu una giovane donna con problematiche personali e familiari. Le dinamiche familiari sono approfondite, con attenzione alle aspettative culturali e ai conflitti generazionali, ma senza mai scadere in caricature o stereotipi razziali espliciti. I pochi riferimenti all'origine etnica (ad esempio, la difficoltà di Yu a parlare del fidanzato 'non di origine cinese' col padre) sono trattati con rispetto e inseriti nel contesto di conflitti familiari universali. I personaggi italiani interagiscono con la famiglia Wang senza paternalismo o razzismo; eventuali incomprensioni sono legate a dinamiche personali e non a pregiudizi etnici. Non ci sono battute, allusioni o stereotipi negativi sulla comunità cinese, né la narrazione normalizza il pregiudizio. L'episodio mostra consapevolezza delle differenze culturali e le tratta con rispetto, ma non va oltre il riconoscimento consapevole: non c'è una critica esplicita al razzismo né un'analisi delle strutture di potere.";Non ci sono stereotipi etnici, battute razziste o normalizzazione del pregiudizio. I personaggi di origine cinese sono centrali, positivi e complessi, e la loro etnia non è mai usata come elemento di discriminazione o ridicolizzazione.;L'episodio non affronta il razzismo come problema sociale né propone una riflessione strutturale sulle discriminazioni. Le differenze culturali sono riconosciute e trattate con rispetto, ma non c'è un impegno critico o trasformativo: il tema del razzismo non viene tematizzato né discusso apertamente.
DOC NELLE TUE MANI;03;13;Doc Nelle Tue ManiS03E13;29/02/2024;7;+1;L'episodio presenta una famiglia di origine cinese come parte centrale della trama, con personaggi (Lin e Yu) complessi e ben caratterizzati, il cui conflitto principale ruota attorno a dinamiche familiari e generazionali piuttosto che etniche. I personaggi italiani trattano la famiglia Wang con rispetto professionale e umano, senza mai ricorrere a stereotipi razziali o battute discriminatorie. Quando emergono differenze culturali (es. segretezza sui rapporti sentimentali, aspettative familiari), queste sono trattate con empatia e curiosità, non come oggetto di scherno o giudizio. Il dialogo tra i medici mostra consapevolezza delle difficoltà di integrazione e delle pressioni familiari, ma senza paternalismo. La narrazione attribuisce valore alle scelte e alle difficoltà dei personaggi di origine straniera, riconoscendo la complessità delle loro esperienze.;Non ci sono stereotipi etnici, battute razziste o atteggiamenti di normalizzazione del pregiudizio. I personaggi di origine cinese non sono ridotti a cliché e la loro etnia non è mai usata come motivo di inferiorità o comicità. Le difficoltà che vivono sono trattate con rispetto e attenzione.;L'episodio non affronta il razzismo come problema sociale esplicito (+2) né propone una critica strutturale alle discriminazioni (+3). Le questioni razziali sono presenti solo indirettamente (integrazione, aspettative familiari), senza che vi sia un dibattito esplicito o una presa di posizione contro il razzismo sistemico. La narrazione è consapevole e rispettosa, ma non si spinge verso un impegno critico o trasformativo.
DOC NELLE TUE MANI;03;13;Doc Nelle Tue ManiS03E13;29/02/2024;8;+1;L'episodio presenta una famiglia di origine cinese come parte integrante della trama, con personaggi complessi e non ridotti a stereotipi etnici. Le dinamiche familiari e i conflitti sono trattati con rispetto e profondità, senza ricorrere a cliché razziali. Le difficoltà culturali (ad esempio, la pressione del padre sulle figlie) sono presentate come questioni individuali e familiari, non come tratti etnici generalizzati. I personaggi italiani interagiscono con la famiglia Wang in modo professionale e rispettoso, e non emergono battute o atteggiamenti razzisti. L'episodio mostra consapevolezza delle differenze culturali senza giudizio, e i personaggi di origine straniera sono valorizzati per le loro competenze e umanità.;Non ci sono stereotipi razziali, battute o atteggiamenti discriminatori normalizzati o minimizzati. La presenza di personaggi di origine cinese è trattata con rispetto e profondità, senza ridurli a cliché o oggetto di ironia.;L'episodio non affronta il razzismo come problema sociale né propone una critica strutturale alle discriminazioni. Non ci sono discussioni esplicite su pregiudizi o dinamiche di potere razziale, né momenti di crescita collettiva o denuncia sistemica. La rappresentazione è positiva e consapevole, ma non si spinge verso l'impegno critico o la trasformazione.
DOC NELLE TUE MANI;03;13;Doc Nelle Tue ManiS03E13;29/02/2024;9;+1;L’episodio presenta una famiglia cinese in Italia, con due figlie e dinamiche familiari complesse. I personaggi di origine cinese sono rappresentati in modo sfaccettato: Lin è una giovane medico competente, la sorella Yu è una ragazza con problemi di salute e desideri propri, la madre e il padre hanno ruoli e caratteri distinti. La narrazione non indulge in stereotipi razziali: le difficoltà delle figlie sono legate a dinamiche familiari e generazionali, non a cliché etnici. Le uniche allusioni all’origine straniera sono contestualizzate (es. la difficoltà di presentare un fidanzato non cinese al padre, la lingua usata in famiglia), e non vengono mai usate in senso dispregiativo o per ridicolizzare. I personaggi italiani interagiscono con rispetto, senza paternalismo o battute razziste. L’episodio mostra consapevolezza delle difficoltà di integrazione e delle pressioni familiari sulle seconde generazioni, ma non approfondisce le cause sistemiche del razzismo né mette al centro un dibattito esplicito sulla discriminazione. Il focus resta sulle relazioni familiari e sulla crescita personale.;Non ci sono stereotipi etnici, battute razziste o normalizzazione di pregiudizi. I personaggi di origine cinese sono trattati con rispetto e la loro etnia non è ridotta a cliché. Nessun personaggio esprime idee discriminatorie e la narrazione non minimizza né normalizza il pregiudizio.;L’episodio non affronta il razzismo come problema sociale né analizza le sue cause strutturali. Non ci sono dibattiti espliciti sul tema, né conseguenze negative per comportamenti discriminatori (che comunque non si verificano). Le voci marginalizzate sono presenti e rispettate, ma non sono centrali in una prospettiva di denuncia o trasformazione sociale.
DOC NELLE TUE MANI;03;13;Doc Nelle Tue ManiS03E13;29/02/2024;10;+1;"L'episodio presenta una famiglia di origine cinese con diversi membri e una storyline che ruota attorno a dinamiche familiari, aspettative culturali e difficoltà di comunicazione intergenerazionale. I personaggi di origine asiatica sono ben caratterizzati e non ridotti a semplici stereotipi: Lin è una dottoressa competente, la sorella Yu è una giovane con problemi di salute e desideri propri, la madre e il padre hanno ruoli complessi. Non ci sono battute razziste né stereotipi etnici denigratori; le difficoltà che emergono sono legate più alle aspettative familiari che a una questione etnica. Alcuni personaggi italiani mostrano curiosità o fanno domande dirette (es. sulla relazione di Yu con un ragazzo non cinese), ma il tono è sempre rispettoso e professionale. Le differenze culturali sono trattate con delicatezza e senza giudizio, e la narrazione mostra consapevolezza delle difficoltà vissute da chi appartiene a una minoranza, senza però approfondire in chiave strutturale il tema del razzismo.";Non ci sono elementi di discriminazione, stereotipi etnici offensivi o normalizzazione del pregiudizio. I personaggi di origine asiatica sono rappresentati in modo dignitoso e complesso, e le loro difficoltà sono trattate con empatia.;L'episodio non affronta il razzismo come problema sociale né propone una critica strutturale alle discriminazioni. Le tematiche etniche restano sullo sfondo e sono subordinate alle dinamiche familiari e personali. Non ci sono dibattiti espliciti sul razzismo, né una centralità delle voci marginalizzate in senso politico o trasformativo.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;1;+1;L'episodio presenta due personaggi di colore (Martina, infermiera, e una bambina paziente) in ruoli secondari ma dignitosi. Martina viene inizialmente scambiata per straniera e c'è una battuta sul 'cioccolatino', ma la narrazione mostra consapevolezza di questi stereotipi: Martina stessa ironizza sul fatto che spesso la scambiano per straniera e la scena si chiude con le colleghe che la accolgono senza pregiudizi. Non ci sono episodi di discriminazione attiva, e i pochi commenti stereotipati sono trattati con leggerezza o ironia, senza che la narrazione li normalizzi. Il tono generale è di accettazione e rispetto, anche se la questione razziale non è mai centrale né affrontata in modo strutturale.;Non assegno un punteggio inferiore perché i pochi stereotipi presenti (ad esempio il commento 'bel cioccolatino') sono isolati, non sostenuti dalla narrazione e vengono controbilanciati da una rappresentazione positiva e consapevole della diversità. Martina è integrata nel gruppo e non subisce discriminazioni o umiliazioni.;Non assegno un punteggio superiore perché il razzismo non viene mai affrontato come problema sociale né tantomeno in modo strutturale. I personaggi di colore non sono centrali e la loro presenza non serve a stimolare un dibattito o una crescita nei personaggi principali. La consapevolezza degli stereotipi è presente ma solo in modo superficiale e ironico.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;2;+1;L'episodio presenta due momenti espliciti in cui la questione etnica viene evocata: 1) la battuta 'Bel cioccolatino' rivolta a Martina, infermiera nera, da parte di un medico, e 2) la stessa Martina che ironizza sul fatto che spesso la scambiano per straniera e commenta: 'Forse è perché non vi aspettavate un'infermiera di colore.' In entrambi i casi, la narrazione non indulge né normalizza il pregiudizio: la battuta razzista non viene rilanciata né approvata, Martina reagisce con ironia e sicurezza, e viene subito integrata nel gruppo lavorativo senza ulteriori ostilità. La sua presenza è trattata con normalità e rispetto, e la sua voce è ascoltata. Non c'è una vera analisi strutturale del razzismo, ma la consapevolezza del tema è evidente e la narrazione si posiziona chiaramente contro il pregiudizio, anche se in modo leggero e quotidiano.;La battuta razzista viene lasciata cadere senza approvazione, nessun personaggio positivo la rilancia o la normalizza, e Martina è accolta e rispettata dal gruppo. Non c'è alcuna normalizzazione o minimizzazione del pregiudizio.;L'episodio non sviluppa un vero dibattito o percorso di crescita sui temi razziali, né affronta il razzismo come problema sociale o struttura di potere. La questione è presente ma resta sullo sfondo e viene risolta con leggerezza, senza approfondimento critico o trasformativo.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;3;+1;"L'episodio presenta una nuova infermiera di colore, Martina, che viene inizialmente scambiata per straniera e oggetto di una battuta (""No, e non è giusto. Adesso ce le mandano pure esotiche. Questa si chiama concorrenza sleale.""). Tuttavia, la narrazione non insiste su stereotipi negativi: Martina chiarisce di essere italiana e la scena si chiude con la sua integrazione positiva nel gruppo. Un medico fa un commento paternalistico e razzista (""Bel cioccolatino""), ma la reazione delle colleghe è di imbarazzo e la narrazione non lo premia. Martina stessa mostra consapevolezza della sua posizione (""Forse è perché non vi aspettavate un'infermiera di colore""), e viene subito rassicurata, anche se in modo un po' superficiale. Nel complesso, la rappresentazione è consapevole: il razzismo esiste, viene mostrato come comportamento inappropriato e non viene mai sostenuto dalla narrazione o dai personaggi positivi. Tuttavia, manca un vero approfondimento critico o una presa di posizione esplicita contro il razzismo.";Gli episodi di razzismo sono isolati e trattati come battute fuori luogo o gaffe, non come norma accettata. Nessun personaggio positivo sostiene posizioni discriminatorie, e la nuova infermiera viene integrata nel gruppo. La narrazione non normalizza né minimizza il pregiudizio.;Non c'è un vero impegno critico o trasformativo: il razzismo viene riconosciuto e trattato con consapevolezza, ma non viene affrontato come problema sociale né si approfondiscono le cause o le soluzioni. Martina rimane un personaggio secondario e la questione razziale non è centrale nella trama.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;4;+1;"L'episodio presenta due brevi scene in cui si fa riferimento alla diversità etnica: una nuova infermiera di colore viene inizialmente scambiata per straniera e oggetto di una battuta (""bel cioccolatino""), ma la situazione viene subito normalizzata e la collega stessa ironizza sulla percezione degli altri. Non emergono stereotipi gravi né discriminazioni attive; la narrazione mostra consapevolezza del tema e la presenza della collega di colore è trattata con rispetto, anche se con qualche leggerezza. I personaggi positivi accolgono la nuova arrivata senza pregiudizi reali e la stessa infermiera dimostra autoironia e autonomia. Il tono generale è di inclusione, con piccoli segnali di consapevolezza critica rispetto agli stereotipi.";Non ci sono elementi di sostegno o normalizzazione del pregiudizio: le battute sono isolate, non offensive e non vengono mai sostenute dalla narrazione o dai personaggi principali. La collega di colore è integrata senza essere ridotta a uno stereotipo.;L'episodio non affronta il razzismo come problema sociale né offre una critica strutturale: la questione della diversità etnica rimane sullo sfondo e non viene tematizzata in modo approfondito. Non ci sono dibattiti, crescita dei personaggi su questi temi o esplorazione delle cause sistemiche della discriminazione.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;5;+1;"L'episodio presenta una rappresentazione della diversità etnica attraverso il personaggio di Martina, una nuova infermiera di colore. La sua presenza viene inizialmente accolta con un piccolo scherzo sull'essere straniera, ma subito dopo viene chiarito che è italiana e che spesso viene scambiata per straniera. Alcuni personaggi fanno battute leggere (""ce le mandano pure esotiche""), ma il tono è più ironico che offensivo, e non ci sono veri atteggiamenti discriminatori o esclusioni. Martina viene integrata normalmente nel gruppo di lavoro, presentata ai colleghi e coinvolta nelle attività ospedaliere. Un medico fa un commento superficiale (""bel cioccolatino""), che viene però ignorato e non ripreso come modello positivo. Nel complesso, la narrazione mostra consapevolezza della presenza di stereotipi (Martina stessa li nomina), ma li tratta con leggerezza e senza approfondimento critico. Non ci sono conflitti o conseguenze negative legate alla sua etnia, né viene affrontato il razzismo come problema sociale.";"Non assegno un punteggio più basso perché la rappresentazione di Martina non è mai apertamente discriminatoria o stereotipata in senso negativo; il personaggio non viene ridotto a un cliché, viene integrata e rispettata. I commenti superficiali sono isolati, non sostenuti dalla narrazione, e non costituiscono normalizzazione del pregiudizio.";Non assegno +2 o +3 perché l'episodio non affronta mai il razzismo come problema sociale né offre una critica strutturale alla discriminazione. La presenza di Martina è trattata con normalità e un minimo di consapevolezza, ma senza impegno attivo o approfondimento delle tematiche razziali.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;6;+1;L'episodio presenta una nuova infermiera di colore (Martina), inizialmente accolta con qualche lieve stereotipo (viene scambiata per straniera, riceve il commento 'bel cioccolatino' da un medico), ma la narrazione mostra consapevolezza: Martina stessa ironizza sul fatto che spesso la scambiano per straniera, e le colleghe la accolgono con rispetto e simpatia. I commenti problematici sono attribuiti a personaggi secondari o usati come battute, senza che la narrazione li approvi. Martina viene rapidamente integrata nel gruppo, le sue competenze sono riconosciute, e il suo essere 'diversa' non è mai motivo di esclusione o derisione seria. L'episodio mostra dunque una consapevolezza degli stereotipi e li gestisce con ironia e rispetto, senza però approfondire in modo strutturale le tematiche razziali.;Non assegno un punteggio inferiore perché i pochi stereotipi presenti sono trattati con leggerezza o ironia, e la protagonista di colore viene accolta e valorizzata. Non c'è normalizzazione del pregiudizio né minimizzazione: la diversità è presente e gestita con rispetto.;Non assegno un punteggio superiore perché l'episodio non affronta il razzismo come problema sociale (+2) né tantomeno ne analizza le cause strutturali (+3). La presenza della diversità è trattata con consapevolezza, ma resta sullo sfondo e non diventa mai tema centrale o occasione di dibattito esplicito.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;7;+1;"L'episodio introduce Martina, un'apprendista infermiera nera, che viene inizialmente scambiata per straniera e oggetto di una battuta (""No, e non è giusto. Adesso ce le mandano pure esotiche. Questa si chiama concorrenza sleale.""). Tuttavia, la narrazione la integra rapidamente nel gruppo, la fa presentare con rispetto dai personaggi principali e la mostra competente e autonoma. Quando Martina stessa accenna al fatto che spesso la prendono per straniera, le colleghe negano qualsiasi pregiudizio e la trattano come pari. C'è un singolo episodio di microaggressione da parte di un medico (""Bel cioccolatino""), che però viene lasciato cadere senza approvazione o risate, e la narrazione non lo valorizza. Il tono generale è di normalità e accettazione, con una leggera consapevolezza delle difficoltà che una persona nera può incontrare in Italia (""Forse è perché non vi aspettavate un'infermiera di colore""). Non c'è approfondimento critico né analisi strutturale del razzismo, ma la presenza di Martina è trattata con dignità e senza stereotipi marcati.";Non assegno un punteggio più basso perché le battute e i piccoli episodi di pregiudizio sono isolati, non sostenuti dalla narrazione, e vengono controbilanciati da una generale accettazione e rispetto verso il personaggio di Martina. Non ci sono stereotipi etnici forti né la sua presenza è ridotta a cliché.;"Non assegno un punteggio più alto perché l'episodio non affronta il razzismo come problema sociale, né offre una critica strutturale o un approfondimento delle dinamiche di discriminazione. La consapevolezza è presente ma superficiale; Martina viene integrata ma senza che la narrazione si impegni attivamente in un discorso antirazzista."
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;8;+1;L'episodio presenta due personaggi di origine straniera: Martina, apprendista infermiera, e un'infermiera di colore (il cui nome non viene specificato nei sottotitoli). Entrambe vengono introdotte con qualche esitazione e battuta stereotipata (es. 'No, e non è giusto. Adesso ce le mandano pure esotiche. Questa si chiama concorrenza sleale.' e 'Bel cioccolatino.'), ma la narrazione mostra consapevolezza degli stereotipi e li attribuisce a personaggi secondari o come battute ironiche. Martina stessa ironizza sul fatto che spesso la scambiano per straniera. L'infermiera di colore affronta con naturalezza un commento potenzialmente razzista ('Non vi aspettavate un'infermiera di colore.') e le colleghe rispondono con rassicurazione ('No, ma che dici?'). I personaggi positivi mostrano rispetto e accoglienza, e la presenza delle due donne non è ridotta a cliché: Martina è una giovane infermiera motivata, l'altra è competente e integrata nel gruppo. Non ci sono situazioni di discriminazione attiva né stereotipi gravi non contestualizzati. L'episodio mostra una consapevolezza critica, seppur lieve, delle dinamiche di pregiudizio, ma non si spinge verso un impegno critico o una riflessione strutturale.;Le battute stereotipate sono isolate, attribuite a personaggi minori o usate in chiave ironica. Le protagoniste straniere sono trattate con rispetto e integrate nel gruppo, senza essere ridotte a caricature. Non c'è normalizzazione del pregiudizio né minimizzazione: i commenti problematici sono contestualizzati e non approvati dalla narrazione.;L'episodio non affronta il razzismo come problema sociale, né mette al centro le voci marginalizzate o analizza le cause strutturali della discriminazione. La presenza di personaggi stranieri è positiva e consapevole, ma manca un vero impegno critico o trasformativo: il tema rimane sullo sfondo e non diventa oggetto di dibattito o crescita narrativa.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;9;+1;L'episodio presenta due personaggi che rientrano nelle categorie socialmente minoritarie in Italia: Martina, infermiera di colore, e una breve battuta su 'extracomunitari' senza tessera sanitaria. La rappresentazione di Martina è generalmente positiva: viene accolta nel gruppo, si ironizza sul fatto che venga scambiata per straniera, ma la battuta è subito smentita ('Ma no, ma che dici?'). Martina stessa mostra consapevolezza della propria posizione, e non subisce discriminazioni reali o marginalizzazione. L'unico commento problematico è quello del dottor Capovilla ('Bel cioccolatino'), che però viene lasciato cadere senza approvazione né risate, e non è attribuito a un personaggio positivo. La narrazione, nel complesso, mostra consapevolezza dei pregiudizi e li tratta con leggerezza ma senza sostegno. Non ci sono stereotipi etnici forti, né la presenza di Martina è ridotta a cliché. Il tono generale è di normalizzazione della diversità, con qualche ironia consapevole.;Non assegno un punteggio più basso perché la presenza di Martina non è stereotipata né marginalizzata, e i pochi commenti problematici sono isolati, non sostenuti dalla narrazione o dai personaggi positivi. La battuta su 'extracomunitari' è neutra e non oggetto di ironia o approvazione.;Non assegno +2 perché il tema del razzismo non viene affrontato come problema sociale, né ci sono momenti di confronto esplicito o crescita dei personaggi su questi temi. La rappresentazione è positiva ma non si spinge verso l'impegno critico o la trasformazione strutturale.
LA DOTTORESSA GIO;01;01;La dottoressa GioS01E01;25/10/1997;10;+1;L'episodio presenta due personaggi di origine straniera: Martina, infermiera nera, e una breve battuta su una ragazza 'esotica' in tirocinio. Martina viene inizialmente scambiata per straniera e paziente, ma la situazione viene subito chiarita e integrata nel gruppo di lavoro senza ostilità. C'è una battuta superficiale ('ce le mandano pure esotiche'), ma è isolata e non sostenuta dal tono generale. Martina stessa ironizza sul fatto che spesso la prendono per straniera, e le colleghe la accolgono con rispetto. C'è un commento razzista da parte di un medico ('Bel cioccolatino'), che però non viene approvato né ripreso dagli altri, ma nemmeno contestato apertamente. Il tono generale è di normalità e accettazione, con Martina che si inserisce nel gruppo e partecipa alle dinamiche lavorative senza essere ridotta a uno stereotipo. Tuttavia, la narrazione non affronta mai il razzismo come problema sociale né offre una critica strutturale, ma mostra consapevolezza degli stereotipi e una certa ironia su di essi.;L'episodio non normalizza il pregiudizio né riduce i personaggi non italiani a semplici cliché. I commenti problematici sono isolati e non rappresentano il tono dominante. Martina è un personaggio attivo, competente e benvoluto, e la sua presenza non è oggetto di scherno o marginalizzazione sistematica.;Non si arriva a un impegno critico (+2): il razzismo non viene affrontato come problema sociale, non ci sono personaggi che sfidano attivamente i pregiudizi, né conseguenze negative per chi fa battute razziste. Non c'è una riflessione esplicita sulle cause o sulle strutture della discriminazione, né le voci marginalizzate sono centrali nella narrazione.
LA DOTTORESSA GIO;01;04;La dottoressa GioS01E04;11/11/1997;1;+1;L'episodio contiene una scena esplicita di razzismo (la paziente che rifiuta di essere toccata da un'infermiera nera), ma la narrazione prende chiaramente le distanze da questo comportamento: la collega difende l'infermiera, la paziente viene ridicolizzata e il razzismo è presentato come ignoranza. L'infermiera nera è integrata nel gruppo, ha relazioni amicali e sentimentali, e la sua presenza è trattata con normalità. Tuttavia, la questione razziale non viene approfondita oltre la singola scena e non si affrontano le cause sistemiche o le difficoltà strutturali, limitandosi a una presa di posizione individuale e ironica.;Il razzismo non viene mai normalizzato né minimizzato: la paziente razzista è isolata e criticata, e la narrazione mostra empatia verso l'infermiera. I personaggi positivi reagiscono con disapprovazione e ironia, segnalando una consapevolezza critica.;L'episodio non sviluppa un discorso strutturale sul razzismo, né centra la voce della persona discriminata come protagonista della riflessione. La questione viene risolta rapidamente e non diventa oggetto di dibattito o crescita collettiva, né si propongono soluzioni o analisi sistemiche.
LA DOTTORESSA GIO;01;04;La dottoressa GioS01E04;11/11/1997;2;+1;L'episodio presenta un solo momento esplicito di razzismo, quando una paziente rifiuta di farsi toccare da un'infermiera nera ('non mi faccio toccare da una negra'). Questo episodio viene però immediatamente contestato sia dalla stessa infermiera, che risponde con fermezza e ironia, sia da una collega che sottolinea l'ipocrisia della paziente. Successivamente, la stessa infermiera mostra un momento di sconforto, ma viene sostenuta dalle colleghe. Il razzismo viene quindi rappresentato come un problema individuale, attribuito a un personaggio negativo e ignorante, e non viene mai normalizzato o minimizzato. Tuttavia, la questione rimane circoscritta a una scena, senza approfondimento o dibattito più ampio, e la narrazione non affronta le cause sistemiche o dà centralità alla voce della persona discriminata.;Il razzismo non viene mai presentato come normale o accettabile: la paziente che lo esprime viene ridicolizzata e isolata, e le protagoniste positive reagiscono con disapprovazione e solidarietà. Non ci sono stereotipi etnici riprodotti acriticamente né battute normalizzanti.;L'episodio non si impegna in una critica strutturale del razzismo, né approfondisce le cause sociali o dà spazio alla prospettiva della persona discriminata oltre la singola scena. Non c'è un dibattito esplicito, né una crescita dei personaggi su questi temi, né vengono proposte soluzioni o riflessioni più ampie sull'equità.
LA DOTTORESSA GIO;01;04;La dottoressa GioS01E04;11/11/1997;3;+1;L'episodio contiene una scena esplicita di razzismo: una paziente rifiuta di farsi toccare da un'infermiera nera, usando il termine dispregiativo 'negra'. Tuttavia, la narrazione prende chiaramente le distanze da questo comportamento: l'infermiera risponde con dignità e sarcasmo, ricevendo solidarietà da una collega che sottolinea l'ipocrisia della paziente. Non ci sono altri elementi di razzismo o stereotipi etnici nel resto dell'episodio, e la collega nera è integrata nel gruppo, trattata con rispetto e affetto. Il razzismo viene quindi riconosciuto e criticato, ma non si va oltre la consapevolezza individuale: manca un approfondimento sulle cause o sulle conseguenze sociali, e la questione si esaurisce nella singola scena.;Il razzismo non viene mai normalizzato o minimizzato: la scena problematica è chiaramente presentata come negativa, e la vittima riceve supporto. Non ci sono stereotipi riprodotti né battute acritiche.;L'episodio non affronta il razzismo come problema sociale strutturale, né dà centralità alle voci marginalizzate. La scena resta circoscritta e non si sviluppa in un dibattito più ampio o in una riflessione sulle cause sistemiche.
LA DOTTORESSA GIO;01;04;La dottoressa GioS01E04;11/11/1997;4;+1;L'episodio presenta una scena esplicita di razzismo (la paziente che rifiuta di essere toccata da un'infermiera nera), ma la narrazione prende chiaramente le distanze: la collega difende la vittima, la paziente viene ridicolizzata e isolata, e la persona discriminata mostra resilienza e consapevolezza. Inoltre, la presenza della collega nera è trattata come normale e integrata nel gruppo di lavoro, con dialoghi che mostrano solidarietà e ironia sugli stereotipi. Tuttavia, il tema razziale resta circoscritto a questa scena e non viene sviluppato in modo strutturale o approfondito nel resto dell'episodio.;Il razzismo viene esplicitamente contestato sia a livello di dialogo che di tono generale. La persona razzista è rappresentata negativamente e la vittima riceve supporto. Non c'è normalizzazione né minimizzazione del pregiudizio.;L'episodio non affronta il razzismo come problema sociale più ampio, né analizza cause sistemiche o propone soluzioni. La questione razziale è limitata a una singola scena e non diventa tema centrale o trasformativo della narrazione.
LA DOTTORESSA GIO;01;04;La dottoressa GioS01E04;11/11/1997;5;+1;L'episodio presenta un'unica scena esplicita di razzismo: una paziente rifiuta le cure di un'infermiera nera ('non mi faccio toccare da una negra'). Tuttavia, questa affermazione viene immediatamente contestata sia dalla stessa infermiera ('a me invece ha sempre fatto impressione la gente ignorante come lei') sia dal tono generale della scena, che ridicolizza la paziente e mostra empatia verso l'infermiera. Successivamente, tra colleghe, si sottolinea l'assurdità del pregiudizio e si esprime solidarietà. L'episodio non approfondisce il tema in modo strutturale, ma mostra consapevolezza critica e attribuisce i commenti razzisti a un personaggio negativo, con una chiara disapprovazione da parte dei personaggi positivi.;Il razzismo non viene mai normalizzato né minimizzato: la battuta razzista è subito contestata e la narrazione prende le distanze dalla paziente, che viene ridicolizzata per la sua ignoranza. Non ci sono stereotipi etnici riprodotti senza critica, né personaggi razzisti presentati positivamente.;L'episodio non sviluppa un discorso critico sul razzismo come problema sociale, né esplora cause sistemiche o dà centralità alle voci marginalizzate. La scena resta circoscritta a un episodio individuale e non si traduce in un impegno critico o trasformativo più ampio.
LA DOTTORESSA GIO;01;04;La dottoressa GioS01E04;11/11/1997;6;+1;L'episodio contiene una scena esplicita di razzismo (la paziente che rifiuta di farsi toccare da un'infermiera nera), ma la narrazione prende chiaramente le distanze: la collega difende l'infermiera, la paziente viene ridicolizzata e nessun personaggio positivo giustifica o minimizza il commento razzista. L'infermiera nera è integrata nel gruppo, ha relazioni amicali e sentimentali, e la sua identità etnica non è ridotta a uno stereotipo. Tuttavia, la questione razziale non viene approfondita in modo strutturale, né si affrontano le cause sistemiche del razzismo.;Il razzismo viene esplicitamente contestato e ridicolizzato, non normalizzato. La persona razzista è messa in cattiva luce e nessun personaggio positivo la sostiene. L'infermiera nera non è oggetto di stereotipi negativi.;L'episodio non sviluppa un discorso critico sulle strutture del razzismo né dà centralità alle voci marginalizzate. La questione razziale resta circoscritta a una scena e non diventa tema portante o occasione di crescita collettiva del gruppo.
LA DOTTORESSA GIO;01;04;La dottoressa GioS01E04;11/11/1997;7;+1;L'episodio contiene una scena esplicita di razzismo: una paziente rifiuta di essere toccata da un'infermiera nera, usando il termine dispregiativo 'negra'. La scena però viene subito contestata: l'infermiera risponde con fermezza e dignità, e la collega la consola con ironia, sottolineando l'ipocrisia della paziente. Il razzismo è quindi mostrato come un problema, attribuito a un personaggio negativo, e viene ridicolizzato e criticato dai personaggi positivi. Tuttavia, la narrazione non si sofferma oltre sul tema, né lo approfondisce in modo strutturale o sistemico, limitandosi a una gestione consapevole e dignitosa della scena.;Il razzismo non viene mai normalizzato né minimizzato: è subito contestato e ridicolizzato, e la vittima mantiene la propria dignità. I personaggi positivi mostrano solidarietà e consapevolezza.;L'episodio non sviluppa un discorso critico più ampio sul razzismo, né affronta le sue cause sistemiche o dà centralità alle voci marginalizzate. La scena resta isolata e non si traduce in un impegno critico o trasformativo più profondo.
